53,twitter,"Lol cimb ngn maybank pon down? Korg ni down² asal? Gaduh ngn awek ke? Aduih mnyusahkan laa , jap tiktok down x ?? 😂😂",,,,,,,,,,,,
54,twitter,"Cimb maybank x dpt bukak
Ig x boleh bukak
Ws connecting dari tadi

Are u guys ok???",,,,,,,,,,,,
55,twitter,ada jumpa pc yang dicari dekat mercari tapi maybank under maintanence la pulak😭😭😭💔💔💔💔💔,,,,,,,,,,,,
56,twitter,padan muka yg pakai selain maybank. xleh transfer.. kahkahkah,,,,,,,,,,,,
57,twitter,"reminder that mickey milkovich, jj maybank, kevin ball, pope heyward &amp; ian gallagher are the only men to ever exist",,,,,,,,,,,,
58,twitter,Tidak jugak dilupakan maybank under maintainance until 3am haih,,,,,,,,,,,,
59,twitter,"Maybank down , Public bank down , WhatsApp down , Instagram down punde whole country is down",,,,,,,,,,,,
60,twitter,maybank time orang nak beli barang ni time ni la dia nak ape la itu la ini la 😒,,,,,,,,,,,,
61,twitter,i don’t think i will ever get over my crush on jj maybank,,,,,,,,,,,,
62,twitter,"@luqmanlong Aku perati dia ni Dr dia kecik lg. Aku dah jadi umpire for international junior games since I'm 16. I pernah jaga Maybank, celcom axiata, sirkit, player badminton dr comel2 kecik skrg dah besar. Lzj ni dah la humble baik budaknya Dengar cakap. Tak pernah buat Hal masa in game 🥰",,,,,,,,,,,,
63,twitter,"⠀⠀ ⠀ ⠀⠀⠀
⠀⠀⠀ ⠀━━━━━
ɴᴏᴍᴇ: Missy Wood Maybank Heyward
ᴜsᴇʀ: @btterflxy 
ɪᴅᴀᴅᴇ: 20y
ᴇsᴘᴇᴄɪᴀʟɪᴅᴀᴅᴇ: Interna
⠀⠀⠀ ⠀━━━━━
⠀⠀ ⠀ https://t.co/zh5FcgTNw7",,,,,,,,,,,,
64,twitter,"May Allah S.W.T shower them with tons of blessing and place them among mu'min.

Therefore, your donation could be really helpful. Donation can be made through :-

162740216571
MAYBANK
RAZALI BIN ABDURROHMAN
Ref: Shamel Fund",,,,,,,,,,,,
65,twitter,"Salam sejahterah,,, ibu kusayang,,, di kemnaker,,, 
Bagaimana mengenai sisa penerima BSU blt tahun 2020 yang belum tersalurkan dana kerekening 1189101287 bank BII Maybank,,yang aktif kepesertaan nya di bpjamsostek,,,
kalau sudah habis,,, dana bsu nya,,, informasikan ke publik,,",,,,,,,,,,,,
66,twitter,menda la maybank ni offline lelama.  15minit dah la.,,,,,,,,,,,,
67,twitter,@syasyafrina_ Maybank aku seringgit pun pernah nyah 🤧 nampak lah kita tak setaraf 😭😭✋,,,,,,,,,,,,
68,twitter,"@Srahfna Amin. Nak internship dgn maybank, bagitau la",,,,,,,,,,,,
69,twitter,Terbaik betul cimb &amp; maybank sama2 maintenance zzzzzzz,,,,,,,,,,,,
70,twitter,"Akaun maybank gue min RM 20 kena ada dlm tu sbb tak leyh keluar 20 tu x tahu knp... So if tinggal 30 tu  yang aku tahu aku tengah miskin time tu hahahaha
Tapi Maggi seminggu lps la kot",,,,,,,,,,,,
71,twitter,i miss obx cannot even lie i miss jj maybank with all of my being,,,,,,,,,,,,
72,twitter,161293032357 - maybank. thanks in advance https://t.co/cXFTO2px6N,,,,,,,,,,,,
73,twitter,"meriah ws dan dm tanya siap oomf h word tu. nak tahu, maybank ah  👀",,,,,,,,,,,,
74,twitter,@kevstarry Aku jujur broke la ni sbb tu Maybank pun dh tak bagi aku bukak HAHAHAHHAHA,,,,,,,,,,,,
75,twitter,"i have 168612041677(maybank) reasons to buy an artisan hien, but im broke so i settled for a zowie g-sr",,,,,,,,,,,,
76,twitter,"@MurrayaRahman You could find the location of Maybank Coin Deposit Machine via Maybank2U by clicking below link: 

https://t.co/BN7sTMbLZR - Locate Us.",,,,,,,,,,,,
77,twitter,"@MurrayaRahman Hi. Kindly be informed that Maybank Coin Deposit Machine is located inside the branch. Hence, the machine is available during banking operating hours only (Monday-Friday).",,,,,,,,,,,,
78,twitter,"Join the National Council of Asian &amp; Pacific Islander Physicians (NCAPIP) Conversation with special guests, Dr. Aletha Maybank of the AMA, and Dr. Peter Bretan of the California Medical Association on March 25 at 7pm ET. 

Register at https://t.co/66GFKWHbf6 https://t.co/aSLF3bVne0",,,,,,,,,,,,
79,twitter,Siapa yg ada kat melaka dan teringin mkn pulut kuning dan rendang nogori blh cari abg ni kat tepi maybank jalan hang tuah..dia meniaga waktu mlm.. x sure tiap hari ke tak..,,,,,,,,,,,,
80,twitter,ape hal MAE maybank ni tak boleh guna. wehhh da lah mostly duit aku dalam tu.,,,,,,,,,,,,
81,twitter,"@bundanadia12221 @QAMALIA_ Ok,ok..baru ingat nk beli maggie.ok...maybank",,,,,,,,,,,,
82,twitter,"@Daisyz_Daughter Although @AmerMedicalAssn stepped up before recent events . https://t.co/0yrQ8ZhuXS &amp; In 2008, the AMA apologized for more than a century of policies that excluded Black physicians. In 2019, the AMA hired its first chief health equity officer Dr. Althea Maybank https://t.co/7UsfbRvzub",,,,,,,,,,,,
83,twitter,"normalise setting a price for a subject when someone asks about the result. “oh mak cik nak tahu result spm?? 9 subjects= RM900, bank-in dalam account maybank ye🥰”",,,,,,,,,,,,
84,twitter,nak singgit pls 162991077285 maybank,,,,,,,,,,,,
85,twitter,@girlcharot Maybank Cantilan Bank Ucpb Psbank eastwest china bank,,,,,,,,,,,,
86,twitter,"@_maybank Eu achei aqui no tt, provavelmente é de um tnus",,,,,,,,,,,,
87,twitter,@nurkhairiena Mmg kena g bank haha. Tapi maybank sekarang ada apps yang boleh queue tu so senang sikit lah,,,,,,,,,,,,
88,twitter,"@Azmeeel Mcm asb cuma ni invest ke arah hartanah, max unit 500k. Dividen 2 kali setahun. Kalau minat apply di maybank, cepat habis unit ni 😅.",,,,,,,,,,,,
89,twitter,@Malaysiachansan 在馬日本人にはMaybankとかがポピュラーそうですが、これからもAmbankをよろしくお願いします🙇‍♂️笑,,,,,,,,,,,,
90,twitter,"- cara n entendo pq vc n quer ficar cmg
-vc n é ele 
- ele quem? 
- JJ Maybank",,,,,,,,,,,,
91,twitter,Balance maybank i ada RM1.05 je https://t.co/ONGwGLnIKI,,,,,,,,,,,,
92,twitter,JJ Maybank from Outer Banks is happy today :) https://t.co/00Nbolk9c8,,,,,,,,,,,,
93,twitter,@ans47 yang i tahu is Maybank je yang tutup at 2pm. alasan sebab PKP. so what?! after 2pm terus korang semua kena virus ke apa? bodohnya alahai,,,,,,,,,,,,
94,twitter,tq ✨maybank ✨ i received rm5 cashback from using Qrcode 2 times this month hihi 🥳 https://t.co/jBSqduSn2V,,,,,,,,,,,,
95,twitter,"“Tegur sebab sayang”

Ok boleh bank in ke maybank. Cimb pun ada. Pilih je",,,,,,,,,,,,
96,twitter,"Bro what is your account number I want to bank in — Sure! Here's the bank number: 564276537019. Maybank, okay? I'm still studying tho so after graduate I'll use the money to move to Australia. Thanks! 🥰 https://t.co/MNVBAtgLqk",,,,,,,,,,,,
97,twitter,"30% OFF Klook Singapoore with Maybank Credit Cards

#KlookSG #KlookPromo

https://t.co/dk7VFM0iiF",,,,,,,,,,,,
98,twitter,"kenapa kalau nk buat transfer maybank, dah takde option SMS TAC? just ada secure verification je. Tak fahamlah maybank ni. nak bankin duit giveaway pun tak lepas dari tadi😭",,,,,,,,,,,,
99,twitter,"Hi gais.. sape2 pengguna tegar Grab, boleh lah try apply Grab card by Maybank.. boleh kumpul grab points.. and some more card design sangat cantik 😍😍

Whatsapp iols untuk ketahui lebih lanjut https://t.co/PHOLFRcZuq",,,,,,,,,,,,
100,twitter,Wow so now MayBank gives notifications when someone send you money?,,,,,,,,,,,,
101,twitter,Bagus la maybank sekarang ni.. terima duit terus dapat notification 😍 love love 😍,,,,,,,,,,,,
102,twitter,Dave Maybank takes over the reigns on @CHBNRadio s Marathon 100.8 Hour Broadcast for the Rch Charity Chaplaincy Radios for Patients Appeal  until 10am #athomewithchbn.  To donate go to https://t.co/cTUIPv72fO https://t.co/clly1t63oH,,,,,,,,,,,,
103,twitter,"@Unimapcnfession Bismillah

Maybank 
Nurfarah Hanim

162200258153 , thank you😔",,,,,,,,,,,,
104,twitter,@avgeekmy @malindoair @tudm_rasmi @Subang_Skypark kita tgk maybank subg perdana tu pn kita dh gumbira bang,,,,,,,,,,,,
105,twitter,"@mushiroo98 Hi dr. mierul #antibodoh, good day. Thank you for the screenshot provided. Kindly be informed that 'Auto Debit' with code 02013 is referring to payment for the MAYBANK ASSURANCE  - ETIQA GROUP. (1/5)",,,,,,,,,,,,
106,twitter,Betul maybank aku ada 6.5 je hahahahaha. Setahun lebih duk rumah so no pocket money from umi. Dia kata kalau nak beli pape minta la duit tp aku malu so aku guna semua duit saving aku tinggal la tu HAHAHAHAA OK BYE,,,,,,,,,,,,
107,twitter,@mushiroo98 Haha aku tlg reply kan je. Maybank akan reply gini gak,,,,,,,,,,,,
108,twitter,@urtempe @anissbrn Maybank can use mail to replace expired card and send new one ke weh?,,,,,,,,,,,,
109,twitter,@Maybank_ll o near em si é meu ponto fraco ele me deixa sensível pq ele é tão fofo,,,,,,,,,,,,
110,twitter,@Maybank_ll adorei,,,,,,,,,,,,
111,twitter,@Maybank_ll KKKKKKKKKKKKKKKKKKKKK que odio ele é maravilhoso,,,,,,,,,,,,
112,twitter,Kalau banyak investment faham la lagi. Ni bank banyak banyak kalau banyak jenis bank tak apa. Ini satu bank contoh maybank tapi ada 15 account. Adeh pening la kome ni,,,,,,,,,,,,
113,twitter,@zhafvlog Wahh lainnya muka MBB (Millie bukan Maybank) sebab rambut gaya lain,,,,,,,,,,,,
114,twitter,"For the TnG card, I'm using Zing Maybank. Link below. This card also has the auto-reload feature.

TNG has to improve its top-up system for sure and also expand its RFID tolls. But to say we have left far behind Indonesia is an overstatement. 

https://t.co/Nu84yM0NL5",,,,,,,,,,,,
115,twitter,@chichikemaruwee bila masuk? guna bsn ke maybank ngah?,,,,,,,,,,,,
116,twitter,maybank ni tiba2 deduct duit aku 8rgt via debit. mek alu keluar mana2 pun tidak jadah nya tibe aku guna kad debit,,,,,,,,,,,,
117,twitter,"@ilypankow sim, eu coloquei outro nome mas não foi, ain coloquei maybank, não gostei mas ok",,,,,,,,,,,,
118,twitter,hm mana kad maybank ni🥲 haritu bank islam memang kad aku suka main sorok sorok ke,,,,,,,,,,,,
119,twitter,"EU NÃO IA COLOCA HANNA MAYBANK EU JURO, MAS ACABOU INDO",,,,,,,,,,,,
120,twitter,@afectionsofya @_maybank sim. https://t.co/bA4hBnD3K4,,,,,,,,,,,,
121,twitter,"@petite_zone boleh je anon, buat maybank imteen :D kalau result PT3/SPM mantop maybank kasi duit hehe",,,,,,,,,,,,
122,twitter,"falou mal de mim

▶ 🔘 ──────── 00:00:05

falou mal do JJ Maybank

▶ 🔘 ──────── 8:24:49:28",,,,,,,,,,,,
123,twitter,"@aaammmiirrr letak sini la mana tahu ada orang lain nak transfer juga hehe              Maybank 
Muhammad Haidhar
164801146129",,,,,,,,,,,,
124,twitter,@gallysbff jj maybank,,,,,,,,,,,,
125,twitter,"Allahuakbar

Maybank midvalley merisik untuk provide LUNCH setiap hari. Rezeki Allah. Subbahanallah ❤️ Alhamdulillah.",,,,,,,,,,,,
126,twitter,Malas betul lah nak mnta tlong org ni plg x suka nyusahkan org tau tak 😩😩 maybank ni pn masa2 ni lah nak buat hal 😪😴🥱,,,,,,,,,,,,
127,twitter,@arnjs_dnwm @TheZollonist Hi. Saya ada maybank.,,,,,,,,,,,,
128,twitter,"petite, can i ask you? can under 18 make a bank acc 🤔 nanti senang sikit nak beli pc kalau tak asyik suruh mom j… — pzcc anyone know? I use maybank, waktu i buat i need bring surat kerja and kinda strict~ so i tak sure bank lagi,… https://t.co/uAixT7XG3S",,,,,,,,,,,,
129,twitter,Sampai harini tak ingat id dengan passwrd maybank😢haihh,,,,,,,,,,,,
130,twitter,"@Bebelleyy Okay boleh payment mcm biasa, maybank ok?",,,,,,,,,,,,
131,twitter,idk what will happen once i get my own maybank card next wednesday 👩🏻‍🦯👩🏻‍🦯👩🏻‍🦯 https://t.co/G3szYHNbsF,,,,,,,,,,,,
132,twitter,Maybank saya lebih memerlukan😂 https://t.co/CLXsUKuJVr,,,,,,,,,,,,
133,twitter,reminder that jj maybank means the world to me https://t.co/BoJg6TNhWz,,,,,,,,,,,,
134,twitter,@dapinahh Alaaa burger otai.check Maybank qr pay takde so balik dengan kecewa jelahh😢,,,,,,,,,,,,
135,twitter,Sedapnya air milo mamak dengan nan cheese belakang tepi Maybank 😢,,,,,,,,,,,,
136,twitter,@SeanSilcoff @joshokane Huge congrats and a testament to your incredible journalism. @ruffoloj @Mark_Maybank @NagarRahmani @14y7h @DrEricHoskins @Mav_John @chitra_anand,,,,,,,,,,,,
137,twitter,"ni list bank acc si zhonggenle baberay45 younghoon_ ha tak kisahla ( yang i tau )

112044545846
Mook ah Lin 
Maybank

RHB account
11207700789005
Khoo Yen Nee

Loke Foo Soon
112334035717
Maybank",,,,,,,,,,,,
138,twitter,@slsbilarzl grab yg tak best sbb kena bayar online 😂 dah la boleh pakai maybank je kan,,,,,,,,,,,,
139,twitter,"@maydaiple 112044545846
Mook ah Lin 
Maybank

another one",,,,,,,,,,,,
140,twitter,"another bank details dia. banyak betul bank acc. kaya sangat ni haih

Loke Foo Soon
112334035717
Maybank",,,,,,,,,,,,
141,twitter,@J4YC0RE Rasanya tak de maybank situ..dia duk satu bangunan ngan starbuck..sebelah starbuck ada uniqlo..klu nak pi sana just waze uniqlo bandar sri damansara..sbb 7e tu wape beberapa hari buka kat situ..kot2 tak muncul lg dlm mape..,,,,,,,,,,,,
142,twitter,"@Maybank_ll 
https://t.co/tKAuUzcmOM",,,,,,,,,,,,
143,twitter,@MyMaybank Thank you so much Maybank!,,,,,,,,,,,,
144,twitter,"@kewangangraduan Public Bank  - gaji
Cimb - duit kecemasan
Bank islam - simpanan bulanan
Maybank - belanja makan bulanan
Ambank - ASB
Rhb - duit komisyen side income
BSN - tak sure buat apa 😂",,,,,,,,,,,,
145,twitter,"@RoslanMdTaha @_dcna @MyMaybank Biasa berlaku di maybank Dato seri @RoslanMdTaha....tu belum lg org yg dtg,sambil hai2 terus potong queue kat kaunter....berasap kita menunggu...",,,,,,,,,,,,
146,twitter,"[RT]

Assalamualaikum and hello guys! We are students from Kolej Profesional MARA Beranang (DIA6A). We will be collecting donations actively and giving it to pet charities in need. Follow our IG https://t.co/3EA199oV1J to see our progress!

MAYBANK
1622 1861 7913
SITI NURDIANA https://t.co/bdXrRq3dq2",,,,,,,,,,,,
147,twitter,"Slide to my dm utk no acc i. I got cimb, maybank, bsn, tabung haji, asb etc https://t.co/H38lVSIq9P",,,,,,,,,,,,
148,twitter,@LKtheweirdone hi! is this the one yg near maybank tu ke?,,,,,,,,,,,,
149,twitter,"158079730323
Maybank
Ustazah Zuzilah binti Majid

Ni no acc ustazah.
Terima kasih semua. Semoga dmurahkan rezeki❤",,,,,,,,,,,,
150,twitter,CIMB skrg ni apsl transfer fail je ni 🙂 Maybank plk login dari td duk loading 🙂🙂🙂🙂,,,,,,,,,,,,
151,twitter,"Ada lagi ke tak tahu nak beli topup melalui Maybank Apps ?? 

Kalau ada tak tahu nak ajar ni.",,,,,,,,,,,,
152,twitter,"The Selangkah Biz app supports Boost, TNG eWallet, GrabPay, AliPay, Maybank QR, as well as credit and debit card payments. It's only available for Android at the moment. https://t.co/YjCjKCP2Uj",,,,,,,,,,,,
153,twitter,"Takut tgk balance maybank. Kalau consistent boros macamni, silap-silap turun jadi 3 angka 🥲",,,,,,,,,,,,
154,twitter,"@farishalims @afbinms @craz33sufri Oh patut lah. Dah jarang kesana, dulu setiap malam gak ada sana sebab ada jual kasut bundle dekat maybank belakang tu.",,,,,,,,,,,,
155,twitter,AAAAAA MI MANCA JJ MAYBANK MI MANCA POPE HEYWARD MI MANCA SARAH CAMERON MI MANCANO I MIEI BAMBINI https://t.co/HgQIsswEkB,,,,,,,,,,,,
156,twitter,WHY DID NO ONE TELL ME IF DAPAT 8A MAYBANK WILL GIVE US MONEY THAT WOULD SRSLY BE MY TOP MOTIVATION INSTEAD OF RUBBING IT IN THE FACE OF THOSE HIGH SCHOOL BITCHES THAT CARI PASAL W ME,,,,,,,,,,,,
157,twitter,History acc Bank Islam sangat menenangkan while Maybank merisaukan 😂🤣,,,,,,,,,,,,
158,twitter,Tadi kat Maybank aku nak keluar duit dia tulis PMPC. Pastu aku google katanya kena bersihkan cip kad tu. Betul ke?,,,,,,,,,,,,
159,twitter,"I'm at Maybank in Gelugor, Pulau Pinang https://t.co/Ur4vdgrSwk",,,,,,,,,,,,
160,twitter,requirement for flying sch is 5 credits but im tryna get all As to get money from maybank n tnb ahhahaha always remember do it for the money https://t.co/s4uo0GEuOL,,,,,,,,,,,,
161,twitter,"Luno ni satu satu yang bestnya adalah direct transfer ke Maybank

Selain tu:

1) transcation fee mahal
2) transfer fee ke DEX lain mahal
3) transfer ke wallet pun mahal
4) lembab (graph lag 5-10 minit)
5) kadang2 hang. Lagi lagi kalau market tengah vertical (peak)",,,,,,,,,,,,
162,twitter,"⚡️ SPEED UC ⚡️ 
✅VIA ID
🇲🇾 ONLY

💵RM20 - 343UC
💵RM38 - 693UC
💵RM57 - 1068UC
💵RM97 - 1793UC
💵RM190 - 4003UC
💵RM285 - 5715UC
💵RM380 - 8403UC
💵RM560 - 11,430UC
💵RM760 - 16,806UC

🐯MAYBANK  - 557380418033
🤴MASTERMIND ESPORTS",,,,,,,,,,,,
163,twitter,@haqhimi @itadorikun66 162085716065 Muhammad Fakhrullah  Maybank,,,,,,,,,,,,
164,twitter,"TNBMHL 2021 (Premier) - 21 March 2021

4th Quarter

Maybank 1-1 TNB

24' FG Muhammad Syamim Naim Abd Hamid
51' PC Faiz Helmi Jali (TNB)",,,,,,,,,,,,
165,twitter,maybank ni time nak transfer jumlah besar mesti ada je tak kena. nak haram betul,,,,,,,,,,,,
166,twitter,@_itsyou143 Maybank.,,,,,,,,,,,,
167,twitter,"TNBMHL 2021 (Premier) - 21 March 2021

End of 3rd Quarter

Maybank 1-0 TNB

24' FG Muhammad Syamim Naim Abd Hamid",,,,,,,,,,,,
168,twitter,"Lowongan kredit marketing officer Maybank Finance

https://t.co/vLUllio6ld",,,,,,,,,,,,
169,twitter,@_itsyou143 Maybank.,,,,,,,,,,,,
170,twitter,Baruk tok lah ku nangga maybank ku ada duit ngek HAHAHHAHAHAHA MISQUEEN,,,,,,,,,,,,
171,twitter,"TNBMHL 2021 (Premier) - 21 March 2021

HALFTIME

Maybank 1-0 TNB

24' FG Muhammad Syamim Naim Abd Hamid",,,,,,,,,,,,
172,twitter,"hii maybank, u kinda cute... okay now u owe me sedikit itu ini dan 10k",,,,,,,,,,,,
173,twitter,"TNBMHL 2021 (Premier) - 21 March 2021

2nd Quarter

Maybank 1-0 TNB

24' FG Muhammad Syamim Naim Abd Hamid",,,,,,,,,,,,
174,twitter,"Pace tnb vs maybank ni laju mat, baru sedap nak tengok",,,,,,,,,,,,
175,twitter,"TNBMHL 2021 (Premier) - 21 March 2021

End of 1st Quarter

Maybank 0-0 TNB",,,,,,,,,,,,
176,twitter,i’ve been thinking 🕴🏻and i need to stop panic buying HSHSHDHDHD i’ll wait for my maybank card and then we’ll do the business 🥱,,,,,,,,,,,,
177,twitter,@ftnnnnn__ 92848298382 maybank,,,,,,,,,,,,
178,twitter,Redha jela. Nanti free sikit aku pergi la bawak mak ke bank -kenapa duit maybank dia asyik lesap je,,,,,,,,,,,,
179,twitter,"Nak dijadikan cerita, aku hafal acc maybank mak aku jela. Apa apa aku bank in situ senyap2
And duit tu hilang . Mak bebel lah aku masuk duit tak bagitahu 
“Jangan nak suprise” katanya. 
Dia tanya banyak mana dah bank in. Maleh bgtahu
Tp kerap jugak dan dah lama dah",,,,,,,,,,,,
180,twitter,Just realized all 2900 points i received from maybank bonanza 2 challenge #1 &amp; #2 on @GrabMY didn't reflect on the Gold tier progress bar to unlock Platinum https://t.co/7DZ8Xgfm2T,,,,,,,,,,,,
181,twitter,"@10Qamrel Kalau nk transfer, aku boleh je bagi no acc maybank aku",,,,,,,,,,,,
182,twitter,"I'm at Maybank in Miri, Sarawak https://t.co/sxAbPApU8p",,,,,,,,,,,,
